Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release
74,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.18,34.36,0.0,206.29,37.3,2.0,3.07,2.53,0.11,0.17,0.27,0.6
99,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,2061.86,0.1,853.92,221.29,15.0,3.74,30.32,0.01,0.01,0.03,0.24
38,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.33,0.2,10238.91,0.0,285.31,78.29,5.0,2.66,24.04,0.06,0.13,0.24,0.89
39,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.25,0.17,7117.44,0.0,285.31,78.29,5.0,2.66,0.95,0.03,0.07,0.14,0.14
99,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,2061.86,0.1,853.92,221.29,15.0,3.74,22.7,0.01,0.01,0.03,0.22
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,15.0,0.02,0.02,0.03,0.06
120,PRC-PLGA,1.0,40000.0,0.0,199.0,4.76,0.2,0.05,73.89,0.0,331.35,99.6,8.0,1.58,42.13,0.04,0.06,0.09,0.99
12,DEX-PLGA,1.0,28000.0,0.0,262.0,12.42,0.1,0.08,300.0,0.0,392.47,94.83,6.0,1.9,31.77,0.07,0.12,0.18,0.75
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,15.24,0.27,0.34,0.45,0.88
61,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.1,0.09,759.49,0.0,234.34,32.34,3.0,2.58,3.63,0.0,0.01,0.01,0.03
6,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.08,46.15,1.0,446.91,68.74,9.0,4.28,68.89,0.01,0.01,0.02,0.59
101,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,6060.61,0.1,853.92,221.29,15.0,3.74,14.43,0.0,0.02,0.13,0.15
160,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,14.0,0.01,0.01,0.02,0.03
88,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.04,74.04,0.01,325.5,23.47,2.0,5.34,3.83,0.01,0.02,0.03,0.15
98,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,3488.37,0.1,853.92,221.29,15.0,3.74,21.0,0.01,0.01,0.02,0.2
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,11.06,0.07,0.13,0.22,0.69
97,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3529.41,0.1,853.92,221.29,15.0,3.74,11.05,0.01,0.02,0.04,0.17
131,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,428.57,0.0,234.34,32.34,3.0,2.58,11.76,0.1,0.13,0.19,0.75
74,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.18,34.36,0.0,206.29,37.3,2.0,3.07,2.01,0.11,0.17,0.27,0.47
97,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3529.41,0.1,853.92,221.29,15.0,3.74,23.13,0.01,0.02,0.04,0.24
61,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.1,0.09,759.49,0.0,234.34,32.34,3.0,2.58,5.45,0.0,0.01,0.01,0.04
110,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.11,0.09,103.45,0.0,392.47,94.83,6.0,1.9,8.18,0.0,0.01,0.02,0.1
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,12.16,0.09,0.19,0.35,0.93
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,22.52,0.0,0.0,0.01,0.72
78,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.19,66.15,0.0,206.29,37.3,2.0,3.07,3.02,0.09,0.12,0.14,0.2
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,21.5,0.25,0.31,0.5,0.86
48,PTX-PLGA,3.0,105000.0,0.0,216.5,10.36,0.01,0.0,13498.31,0.0,853.92,221.29,15.0,3.74,15.87,0.06,0.13,0.24,0.55
36,CBD-PLGA,1.0,12000.0,0.0,66.5,9.13,0.1,0.08,248.24,0.5,314.47,40.46,2.0,5.85,21.18,0.04,0.08,0.15,0.62
67,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.03,740.74,0.0,234.34,32.34,3.0,2.58,27.18,0.01,0.01,0.03,0.74
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,0.19,0.27,0.34,0.45,0.49
14,LDC-PLGA,2.33,10000.0,0.0,68.5,13.78,1.0,0.05,1200.0,0.2,234.34,32.34,3.0,2.58,0.0,0.08,0.19,0.41,0.0
108,TMZ-PLGA,3.0,20000.0,0.0,212.0,10.46,0.2,0.16,92.45,0.0,194.15,108.17,8.0,-2.08,14.1,0.09,0.11,0.15,0.61
160,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,73.0,0.01,0.01,0.02,0.85
122,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,202.7,0.0,331.35,99.6,8.0,1.58,32.1,0.02,0.05,0.09,0.96
161,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,11.0,0.0,0.0,0.01,0.01
66,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.05,0.06,750.0,0.0,234.34,32.34,3.0,2.58,50.2,0.02,0.02,0.03,0.85
126,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.06,444.44,0.0,331.35,99.6,8.0,1.58,42.25,0.03,0.09,0.24,1.0
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,20.0,0.02,0.02,0.03,0.11
74,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.18,34.36,0.0,206.29,37.3,2.0,3.07,1.01,0.11,0.17,0.27,0.26
87,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.06,94.34,0.01,325.5,23.47,2.0,5.34,0.74,0.01,0.02,0.03,0.03
54,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.05,0.01,1578.95,0.0,234.34,32.34,3.0,2.58,0.2,0.11,0.15,0.22,0.17
116,LPA-PLGA,1.0,25000.0,0.0,152.5,9.49,0.25,0.2,217.39,0.01,1269.47,466.34,30.0,-1.14,1.08,0.09,0.1,0.11,0.21
11,DEX-PLGA,1.0,13000.0,0.0,262.0,12.42,0.1,0.08,300.0,0.0,392.47,94.83,6.0,1.9,19.86,0.12,0.15,0.22,0.71
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,16.0,0.01,0.01,0.02,0.08
117,LPA-PLGA,1.0,25000.0,0.0,152.5,9.49,0.25,0.23,217.39,0.01,1269.47,466.34,30.0,-1.14,34.98,0.09,0.11,0.15,0.54
55,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.01,1538.46,0.0,234.34,32.34,3.0,2.58,1.05,0.05,0.11,0.2,0.24
160,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,50.0,0.01,0.01,0.02,0.38
166,TAA-PLGA-co-PALA,3.0,11000.0,0.06,293.0,11.75,0.83,0.33,2.89,0.5,434.5,93.06,7.0,2.42,21.0,0.0,0.01,0.01,0.01
102,HPA-PLGA,1.0,12000.0,0.0,218.0,11.11,0.03,0.02,1090.91,0.01,242.32,58.88,3.0,2.0,0.0,0.11,0.2,0.36,0.0
120,PRC-PLGA,1.0,40000.0,0.0,199.0,4.76,0.2,0.05,73.89,0.0,331.35,99.6,8.0,1.58,2.11,0.04,0.06,0.09,0.12
4,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.06,187.5,1.0,446.91,68.74,9.0,4.28,63.22,0.11,0.22,0.39,1.07
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,14.0,0.02,0.02,0.03,0.06
69,LDC-PLGA,1.0,48000.0,0.0,68.5,13.78,0.1,0.01,1538.46,0.0,234.34,32.34,3.0,2.58,0.0,0.07,0.09,0.12,0.0
58,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.05,0.02,1250.0,0.0,234.34,32.34,3.0,2.58,36.2,0.21,0.35,0.47,0.95
110,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.11,0.09,103.45,0.0,392.47,94.83,6.0,1.9,16.1,0.0,0.01,0.02,0.75
81,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.32,92.17,0.0,130.08,65.72,5.0,-0.8,2.08,0.27,0.34,0.45,0.59
96,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3076.92,0.1,853.92,221.29,15.0,3.74,3.84,0.01,0.02,0.04,0.1
4,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.06,187.5,1.0,446.91,68.74,9.0,4.28,0.43,0.11,0.22,0.39,0.16
123,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,431.65,0.0,331.35,99.6,8.0,1.58,36.95,0.09,0.17,0.3,1.01
111,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.18,0.12,113.21,0.0,392.47,94.83,6.0,1.9,15.52,0.0,0.01,0.01,0.4
115,LPA-PLGA,1.0,12000.0,0.0,152.5,9.49,0.25,0.2,217.39,0.01,1269.47,466.34,30.0,-1.14,55.98,0.11,0.12,0.15,1.0
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,0.0,0.03,0.07,0.14,0.0
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,18.35,0.25,0.31,0.5,0.7
64,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.18,759.49,0.0,234.34,32.34,3.0,2.58,5.31,0.01,0.01,0.02,0.03
100,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,7058.82,0.1,853.92,221.29,15.0,3.74,34.34,0.04,0.07,0.12,0.26
161,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,0.0,0.0,0.0,0.01,0.0
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,14.9,0.03,0.06,0.11,0.63
60,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.17,714.29,0.0,234.34,32.34,3.0,2.58,28.15,0.01,0.02,0.03,0.71
96,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3076.92,0.1,853.92,221.29,15.0,3.74,0.0,0.01,0.02,0.04,0.0
166,TAA-PLGA-co-PALA,3.0,11000.0,0.06,293.0,11.75,0.83,0.33,2.89,0.5,434.5,93.06,7.0,2.42,1.0,0.0,0.01,0.01,0.01
9,CAF-PLGA,1.0,46000.0,0.0,236.0,14.0,0.11,0.06,97.09,0.0,194.19,61.82,6.0,-1.03,2.02,0.04,0.08,0.12,0.19
166,TAA-PLGA-co-PALA,3.0,11000.0,0.06,293.0,11.75,0.83,0.33,2.89,0.5,434.5,93.06,7.0,2.42,3.0,0.0,0.01,0.01,0.01
70,LDC-PLGA,1.0,48000.0,0.0,68.5,13.78,0.05,0.02,1363.64,0.0,234.34,32.34,3.0,2.58,3.1,0.05,0.08,0.15,0.21
121,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,117.65,0.0,331.35,99.6,8.0,1.58,27.8,0.02,0.03,0.07,0.71
98,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,3488.37,0.1,853.92,221.29,15.0,3.74,42.79,0.01,0.01,0.02,0.24
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,7.13,0.07,0.13,0.22,0.54
160,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,18.0,0.01,0.01,0.02,0.03
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,4.28,0.03,0.06,0.11,0.25
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,38.23,0.03,0.07,0.14,0.99
4,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.06,187.5,1.0,446.91,68.74,9.0,4.28,6.36,0.11,0.22,0.39,0.92
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,17.33,0.11,0.19,0.33,0.94
163,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,24.0,0.01,0.01,0.02,0.12
40,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.2,0.14,5870.84,0.0,285.31,78.29,5.0,2.66,1.39,0.01,0.03,0.05,0.08
167,TAA-PLGA-co-PALA,3.0,11000.0,0.06,293.0,11.75,0.83,0.33,2.89,0.5,434.5,93.06,7.0,2.42,4.0,0.0,0.01,0.01,0.02
120,PRC-PLGA,1.0,40000.0,0.0,199.0,4.76,0.2,0.05,73.89,0.0,331.35,99.6,8.0,1.58,28.19,0.04,0.06,0.09,0.67
121,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,117.65,0.0,331.35,99.6,8.0,1.58,36.96,0.02,0.03,0.07,1.0
48,PTX-PLGA,3.0,105000.0,0.0,216.5,10.36,0.01,0.0,13498.31,0.0,853.92,221.29,15.0,3.74,1.32,0.06,0.13,0.24,0.3
69,LDC-PLGA,1.0,48000.0,0.0,68.5,13.78,0.1,0.01,1538.46,0.0,234.34,32.34,3.0,2.58,7.96,0.07,0.09,0.12,0.27
101,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,6060.61,0.1,853.92,221.29,15.0,3.74,42.55,0.0,0.02,0.13,0.16
121,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,117.65,0.0,331.35,99.6,8.0,1.58,31.28,0.02,0.03,0.07,0.94
